Spec1,Spec2,Spec3,Spec4
-383.8201953125,8.509951172,-70.69039703,8.677020733
-85.5001953125,7.699951172,-59.53116136,4.061636118
441.6398046875,7.229951172,-45.41651168,3.984713041
-45.4301953125,8.649951172,-61.72861359,7.75394381
-241.0601953125,7.219951172,-60.88147983,6.907789964
-5.2601953125,6.729951172,-53.53753079,5.830866887
19.3798046875,9.079951172,-58.47383652,3.984713041
70.7098046875,4.009951172,-50.34644799,5.215482272
-388.5201953125,6.229951172,-70.07256264,3.830866887
271.6598046875,8.839951172,-45.28912315,8.677020733
-178.0001953125,5.009951172,-61.29549257,2.75394381
14.4698046875,8.319951172,-59.55663907,3.907789964
427.7098046875,7.439951172,-49.301862,5.138559195
-367.0401953125,6.989951172,-66.88784926,5.138559195
-255.4501953125,9.719951172,-65.19995117,4.600097656
-235.0701953125,5.589951172,-59.52479194,10.98471304
250.2398046875,9.309951172,-45.97702124,8.907789964
86.0698046875,7.239951172,-49.79867729,6.215482272
62.4298046875,8.099951172,-56.93880468,2.292405349
419.1698046875,6.739951172,-37.05345436,4.292405349
-254.9001953125,7.389951172,-65.44198939,8.600097656
-187.6601953125,7.859951172,-60.6840276,4.292405349
-65.8701953125,6.949951172,-54.59485563,9.369328425
-337.1301953125,5.369951172,-60.27638429,5.446251502
-199.6501953125,7.729951172,-62.05345436,8.907789964
-23.2501953125,7.019951172,-54.81778557,7.138559195
-368.6501953125,7.459951172,-68.35281741,4.292405349
-43.3301953125,9.999951172,-55.34644799,7.523174579
23.8798046875,11.82995117,-55.55026964,3.446251502
776.6398046875,18.28995117,-25.25727601,3.984713041
22.1898046875,32.44995117,-55.50568366,12.29240535
219.1098046875,15.18995117,-51.59485563,9.215482272
243.0898046875,9.259951172,-47.70313589,8.215482272
-107.1501953125,9.009951172,-58.51205308,4.138559195
-224.2301953125,8.279951172,-62.58211678,1.446251502
-199.8301953125,6.079951172,-57.32097028,11.4462515
-31.2601953125,9.009951172,-50.35918684,9.677020733
-403.0101953125,6.649951172,-68.35918684,2.75394381
-264.0601953125,6.789951172,-59.62033334,8.523174579
-142.7001953125,5.609951172,-61.28912315,7.830866887
-142.8601953125,7.959951172,-60.59485563,7.75394381
-285.2001953125,8.629951172,-64.09804034,8.061636118
243.6498046875,7.179951172,-51.09804034,7.523174579
136.0398046875,7.389951172,-47.79230786,-0.24605619
-253.1601953125,6.879951172,-66.6840276,10.21548227
-80.9701953125,9.039951172,-55.90058811,7.292405349
-32.2701953125,5.289951172,-50.48020595,8.446251502
477.4098046875,9.759951172,-37.71587474,6.523174579
229.4598046875,10.77995117,-41.7540913,10.13855919
220.8498046875,7.059951172,-47.19358175,2.600097656
-124.9301953125,7.779951172,-59.66491932,6.830866887
43.2698046875,7.259951172,-51.54390022,5.677020733
-104.9601953125,8.759951172,-54.12351805,0.75394381
-607.2601953125,7.709951172,-74.88784926,9.75394381
-26.0501953125,8.799951172,-54.6585499,3.369328425
334.8598046875,10.77995117,-41.84326327,4.292405349
-96.2801953125,6.839951172,-59.2063206,8.907789964
-721.5401953125,6.819951172,-75.25090659,5.523174579
-405.6301953125,9.129951172,-71.03434608,6.061636118
-165.3601953125,6.769951172,-59.87511041,1.446251502
-191.8801953125,9.179951172,-61.41014225,13.52317458
-319.3301953125,6.589951172,-63.28275372,8.677020733
364.4398046875,9.769951172,-40.65218047,8.984713041
298.4098046875,8.589951172,-43.23816773,4.75394381
-374.3001953125,5.499951172,-59.88147983,4.830866887
-321.4901953125,8.759951172,-64.15536518,2.600097656
166.8198046875,6.999951172,-46.70313589,7.446251502
-457.7801953125,7.079951172,-72.22542888,2.830866887
140.4898046875,8.229951172,-44.34644799,2.292405349
183.0698046875,6.969951172,-49.63307219,9.061636118
-8.8101953125,8.279951172,-50.79867729,7.907789964
-24.0601953125,7.529951172,-55.34007856,3.061636118
-326.8901953125,7.179951172,-66.09167092,6.677020733
268.6198046875,4.129951172,-45.72224417,6.369328425
-545.6201953125,6.779951172,-71.15536518,7.75394381
40.3398046875,9.149951172,-51.87511041,7.138559195
-294.8301953125,6.119951172,-68.63307219,6.907789964
-256.7901953125,6.569951172,-59.76683015,4.523174579
89.8998046875,7.929951172,-49.83052442,5.984713041
-310.0501953125,6.759951172,-62.15536518,10.60009766
-578.2401953125,6.299951172,-75.53753079,7.523174579
65.4898046875,6.969951172,-54.54390022,3.292405349
-366.8001953125,5.789951172,-62.21905945,3.215482272
9.5598046875,8.789951172,-50.85600213,0.061636118
553.9098046875,9.319951172,-37.80504671,8.292405349
-840.0901953125,8.759951172,-79.62033334,-1.092210036
-299.5301953125,7.059951172,-67.98976009,2.369328425
6.0898046875,5.129951172,-52.92606582,10.83086689
-18.1801953125,8.279951172,-50.23816773,6.677020733
6.7798046875,6.049951172,-54.35281741,6.061636118
162.2198046875,9.739951172,-49.89421869,7.061636118
-141.7401953125,8.809951172,-53.95791296,0.907789964
-357.7601953125,5.399951172,-70.48657538,11.29240535
-149.6901953125,4.919951172,-61.96428238,9.369328425
63.3198046875,7.819951172,-49.27001487,2.907789964
-407.8201953125,5.979951172,-66.2063206,2.523174579
232.7698046875,7.709951172,-43.28275372,7.061636118
798.2798046875,10.10995117,-28.71587474,4.369328425
-173.4101953125,7.069951172,-62.69676646,5.215482272
-796.0201953125,7.529951172,-81.33370913,8.984713041
-276.2901953125,12.17995117,-64.05345436,2.75394381
47.4898046875,16.13995117,-54.08530149,7.369328425
210.4498046875,8.539951172,-45.52479194,2.061636118
-239.5701953125,6.049951172,-59.5630085,5.677020733
-217.9001953125,7.229951172,-59.66491932,-1.092210036
-189.6201953125,4.879951172,-59.87511041,-0.938363882
103.3598046875,9.309951172,-47.61396391,4.907789964
397.6198046875,9.289951172,-39.40377283,8.677020733
-295.1801953125,7.769951172,-65.61396391,7.292405349
127.3498046875,7.129951172,-50.69676646,11.29240535
45.3998046875,7.869951172,-51.69676646,5.830866887
-311.1401953125,5.949951172,-67.87511041,7.830866887
165.8798046875,8.339951172,-45.07256264,10.52317458
40.7598046875,7.399951172,-49.51205308,6.984713041
418.5398046875,6.439951172,-40.32097028,10.4462515
322.7998046875,6.299951172,-42.51205308,2.061636118
342.3198046875,7.989951172,-39.67128875,2.369328425
-154.1401953125,8.589951172,-56.30823143,4.75394381
-273.3301953125,5.999951172,-65.40377283,9.75394381
-124.5701953125,9.999951172,-57.2063206,7.600097656
-285.6001953125,5.529951172,-61.97065181,2.446251502
-24.1601953125,7.119951172,-57.02797665,7.600097656
-372.3501953125,6.879951172,-69.88147983,7.369328425
-500.5701953125,5.499951172,-72.35918684,0.292405349
-281.3201953125,8.489951172,-64.63307219,7.292405349
-321.4901953125,7.249951172,-65.1362569,5.677020733
310.7898046875,8.699951172,-43.86237155,3.523174579
22.8298046875,5.939951172,-48.18084289,4.215482272
-106.5701953125,6.599951172,-52.56937792,10.75394381
-405.9501953125,7.449951172,-66.60122506,-2.169133113
112.3398046875,6.729951172,-47.07893206,8.292405349
-377.0301953125,7.189951172,-65.43561996,4.369328425
-143.4101953125,6.879951172,-57.35281741,10.06163612
-239.7501953125,5.729951172,-56.09804034,4.600097656
680.4798046875,9.729951172,-33.25727601,4.292405349
-76.5301953125,7.429951172,-53.39103397,5.215482272
-356.6201953125,5.839951172,-63.42925053,6.369328425
52.2698046875,6.799951172,-51.02797665,4.523174579
-167.2801953125,7.689951172,-60.52479194,12.75394381
-217.3401953125,6.689951172,-55.95791296,5.600097656
35.0398046875,7.479951172,-54.57574735,6.138559195
76.5298046875,9.669951172,-49.29549257,5.292405349
-807.5901953125,3.589951172,-84.02797665,1.600097656
139.1898046875,8.639951172,-58.97702124,7.830866887
142.5398046875,2.759951172,-44.4929448,16.60009766
-226.3201953125,8.119951172,-55.21905945,5.215482272
-93.0801953125,6.379951172,-56.07893206,1.677020733
-263.3101953125,6.919951172,-60.41651168,6.215482272
350.9898046875,7.919951172,-45.45472824,8.600097656
272.9398046875,8.069951172,-45.8496327,4.369328425
-358.4101953125,5.999951172,-62.88784926,5.292405349
-192.9501953125,7.929951172,-62.97702124,3.138559195
-52.4701953125,3.499951172,-59.92606582,12.36932843
-401.4001953125,6.969951172,-62.93880468,5.369328425
-316.7501953125,8.829951172,-63.98976009,8.984713041
-500.6401953125,4.489951172,-69.96428238,6.369328425
-308.1401953125,5.439951172,-67.35281741,3.523174579
77.7598046875,8.419951172,-50.24453716,12.4462515
-117.5301953125,6.899951172,-50.79867729,2.446251502
-450.0701953125,5.469951172,-68.70313589,0.523174579
76.8698046875,8.759951172,-52.72224417,9.677020733
488.0098046875,6.709951172,-36.98339066,-3.476825421
177.3998046875,8.659951172,-51.39103397,7.369328425
25.4598046875,6.479951172,-53.05345436,8.600097656
-63.3901953125,7.459951172,-54.60122506,6.830866887
-35.4301953125,6.159951172,-58.31460085,-0.938363882
-507.7701953125,6.329951172,-70.72224417,8.061636118
786.0798046875,10.95995117,-24.76683015,-0.784517728
-362.0301953125,3.869951172,-65.18084289,2.907789964
-188.1401953125,7.439951172,-60.96428238,2.292405349
144.1498046875,8.029951172,-50.301862,2.830866887
-258.0001953125,7.899951172,-59.57574735,6.75394381
-227.0401953125,5.289951172,-59.91332697,-3.015286959
-351.7001953125,5.779951172,-65.25090659,5.292405349
355.0198046875,8.539951172,-38.22542888,6.600097656
148.9698046875,7.129951172,-46.15536518,-2.938363882
-103.1401953125,5.899951172,-53.36555627,5.907789964
103.0998046875,7.729951172,-50.83689385,6.677020733
-288.4301953125,9.509951172,-61.28912315,4.369328425
397.1598046875,8.469951172,-39.30823143,7.907789964
-91.3901953125,5.999951172,-55.1362569,4.677020733
-656.9601953125,6.259951172,-72.67128875,2.75394381
591.9698046875,5.949951172,-35.16173461,4.830866887
31.7698046875,6.869951172,-52.90695754,7.75394381
-176.6701953125,7.469951172,-56.19995117,3.984713041
-17.1001953125,5.869951172,-49.8496327,2.061636118
547.2298046875,8.659951172,-32.39103397,7.523174579
-13.4801953125,6.159951172,-53.22542888,-1.399902344
-268.9901953125,6.549951172,-61.14899576,5.061636118
-99.7701953125,7.609951172,-58.70950531,7.215482272
-437.5701953125,7.159951172,-71.17447346,1.907789964
143.7198046875,6.609951172,-51.26364544,1.446251502
107.2398046875,7.439951172,-45.0152378,8.984713041
69.7598046875,6.559951172,-51.91332697,-1.24605619
-64.5801953125,7.469951172,-50.09167092,2.677020733
-59.1901953125,4.659951172,-57.45472824,1.984713041
-482.3701953125,7.389951172,-68.72224417,5.061636118
-439.7401953125,8.529951172,-67.85600213,5.138559195
-136.0201953125,6.899951172,-58.29549257,12.52317458
-157.7701953125,5.539951172,-57.80504671,6.984713041
-26.4001953125,6.739951172,-55.53116136,10.13855919
-357.0901953125,7.379951172,-65.21905945,6.446251502
-447.2201953125,7.449951172,-67.69039703,8.061636118
305.6998046875,6.879951172,-42.70313589,6.830866887
53.3698046875,5.059951172,-49.02797665,6.907789964
316.1198046875,9.529951172,-44.97065181,7.215482272
94.3498046875,7.769951172,-45.14899576,9.215482272
-511.6901953125,6.029951172,-69.85600213,6.446251502
-3.7301953125,7.779951172,-52.48020595,1.523174579
-83.7401953125,6.089951172,-56.90058811,6.061636118
-18.2801953125,9.589951172,-52.64581104,6.369328425
-239.5201953125,4.899951172,-58.79230786,5.292405349
-384.5201953125,6.159951172,-63.32733971,0.138559195
-165.6501953125,7.859951172,-60.19995117,5.600097656
-309.1401953125,7.769951172,-66.10440977,8.677020733
-247.5401953125,6.069951172,-65.9451741,1.984713041
4.4898046875,10.06995117,-51.05982378,3.523174579
180.0698046875,8.949951172,-42.41014225,1.446251502
235.5998046875,9.409951172,-45.98339066,8.138559195
-177.3201953125,7.079951172,-61.53753079,5.600097656
-466.3201953125,8.199951172,-68.16810404,4.215482272
188.4698046875,6.339951172,-44.1107792,7.138559195
-465.0501953125,8.169951172,-66.74772187,2.215482272
-135.3401953125,4.509951172,-65.21269003,8.523174579
-231.9101953125,6.559951172,-57.84326327,8.677020733
202.2398046875,7.059951172,-46.21905945,2.446251502
-877.1801953125,6.749951172,-84.48657538,10.52317458
206.8498046875,4.699951172,-45.44198939,2.446251502
-226.0501953125,7.609951172,-55.45472824,6.215482272
-185.7501953125,5.279951172,-59.74135245,11.60009766
-698.7101953125,7.479951172,-77.72861359,3.907789964
227.9198046875,9.179951172,-41.51842251,-0.322979267
-368.8101953125,9.109951172,-63.16810404,4.677020733
122.8698046875,7.909951172,-53.97065181,0.677020733
226.9798046875,7.489951172,-46.40377283,5.984713041
73.0798046875,8.119951172,-50.7540913,4.292405349
-657.0301953125,5.539951172,-76.15536518,0.677020733
107.0098046875,7.269951172,-51.43561996,9.061636118
-183.3901953125,9.709951172,-58.46109767,5.600097656
420.8698046875,7.089951172,-37.10440977,5.984713041
-234.8501953125,9.779951172,-58.64581104,9.369328425
-352.9801953125,12.18995117,-56.33370913,1.061636118
177.0498046875,8.969951172,-50.05345436,4.138559195
-180.1001953125,9.029951172,-51.04708493,6.523174579
-361.6301953125,8.929951172,-62.58211678,2.523174579
272.1798046875,7.909951172,-41.9451741,7.215482272
-218.4601953125,8.089951172,-62.37829512,5.061636118
356.4598046875,5.039951172,-41.54390022,4.830866887
-467.3801953125,8.289951172,-70.97065181,2.830866887
-46.9101953125,7.539951172,-53.19995117,6.907789964
314.4698046875,10.10995117,-40.61396391,6.215482272
232.1998046875,7.609951172,-47.60759448,2.138559195
-120.3301953125,8.579951172,-57.63307219,9.523174579
-38.6101953125,7.249951172,-54.09167092,-0.092210036
-344.2301953125,6.499951172,-62.37829512,2.677020733
-435.3801953125,8.069951172,-69.92606582,11.36932843
-76.5601953125,6.319951172,-56.53116136,4.677020733
352.3398046875,7.319951172,-45.0407155,18.4462515
231.0098046875,9.539951172,-47.81778557,5.600097656
-65.0101953125,7.509951172,-53.97702124,8.830866887
413.1998046875,5.429951172,-40.24453716,9.446251502
-353.0901953125,5.639951172,-55.9451741,6.215482272
60.5498046875,7.709951172,-54.25727601,9.984713041
-456.5501953125,6.369951172,-66.4674671,1.984713041
3.9398046875,7.649951172,-53.70313589,3.984713041
310.9898046875,10.74995117,-40.73498302,6.984713041
-128.4201953125,5.339951172,-57.93243525,5.523174579
-337.1201953125,6.789951172,-68.93880468,13.52317458
-595.3101953125,5.549951172,-72.05982378,5.446251502
-72.2001953125,7.289951172,-51.98976009,5.907789964
-502.9301953125,3.879951172,-71.60122506,0.830866887
-451.9001953125,7.189951172,-62.37829512,8.292405349
-510.5901953125,7.239951172,-75.81141614,7.061636118
-253.6601953125,7.239951172,-60.37192569,9.446251502
-59.7401953125,7.189951172,-56.6840276,5.061636118
-156.6801953125,5.639951172,-59.53753079,1.907789964
61.8598046875,9.719951172,-55.26364544,1.446251502
-629.7501953125,8.409951172,-75.73498302,2.830866887
169.6198046875,8.639951172,-49.51205308,5.907789964
-68.1401953125,6.269951172,-49.04708493,4.369328425
-206.9101953125,8.509951172,-58.301862,6.138559195
-264.5901953125,7.739951172,-57.95791296,5.984713041
-366.7201953125,6.119951172,-66.02160722,4.292405349
-251.6301953125,4.909951172,-65.53116136,5.369328425
-696.3101953125,4.639951172,-74.00249894,5.061636118
-325.5601953125,5.699951172,-64.08530149,6.600097656
658.9498046875,11.34995117,-24.61396391,4.292405349
-438.6701953125,7.439951172,-68.32733971,15.13855919
-324.9301953125,6.759951172,-66.02160722,9.830866887
145.5498046875,10.91995117,-47.80504671,-1.399902344
26.5798046875,9.849951172,-50.80504671,4.061636118
467.0398046875,10.64995117,-32.6585499,-2.322979267
-14.3701953125,7.629951172,-59.57574735,2.138559195
-47.3601953125,9.939951172,-52.00886837,4.369328425
-374.4101953125,8.129951172,-66.05982378,9.600097656
-22.5901953125,8.919951172,-50.99612952,4.75394381
149.7598046875,9.959951172,-45.83052442,5.446251502
-377.5901953125,6.909951172,-66.5630085,-3.476825421
-151.8401953125,10.12995117,-57.12988748,7.984713041
-119.4101953125,4.929951172,-59.74135245,6.369328425
85.2198046875,10.80995117,-52.02160722,3.215482272
-12.7501953125,8.089951172,-48.54390022,7.446251502
-17.7301953125,6.039951172,-52.59485563,4.75394381
-109.1201953125,8.719951172,-54.98339066,5.292405349
231.6798046875,8.399951172,-45.32733971,7.215482272
28.3998046875,8.769951172,-45.41651168,4.600097656
-184.1701953125,11.20995117,-59.89421869,7.369328425
-58.1501953125,6.339951172,-64.5884862,2.523174579
151.7898046875,7.129951172,-50.98976009,-0.630671575
317.5998046875,10.67995117,-43.21269003,11.21548227
-45.8401953125,8.469951172,-56.52479194,7.984713041
45.8598046875,11.28995117,-55.12988748,1.907789964
-310.3501953125,7.959951172,-60.79230786,6.369328425
188.7798046875,7.119951172,-49.1362569,1.907789964
-295.6601953125,7.389951172,-67.19995117,10.60009766
570.3298046875,9.579951172,-30.49931423,1.523174579
-11.1301953125,8.579951172,-53.61396391,6.138559195
-246.3101953125,8.739951172,-64.99612952,2.984713041
167.9098046875,8.159951172,-41.70950531,8.061636118
259.2798046875,7.229951172,-44.97065181,6.75394381
177.7098046875,7.069951172,-48.16810404,-1.169133113
-1.7601953125,7.579951172,-50.40377283,2.907789964
70.1798046875,6.789951172,-48.90058811,-0.553748498
-359.2101953125,7.689951172,-66.35281741,3.138559195
-492.5201953125,4.869951172,-70.62670276,7.984713041
231.3898046875,6.419951172,-47.65218047,2.523174579
-188.7701953125,7.189951172,-51.24453716,6.138559195
-420.8101953125,7.059951172,-66.19995117,3.677020733
-338.3901953125,5.509951172,-61.60122506,8.215482272
-430.7901953125,5.859951172,-69.65218047,4.907789964
-342.3301953125,6.219951172,-59.28275372,5.061636118
-133.0801953125,5.619951172,-56.44835882,7.523174579
-249.0701953125,6.659951172,-58.51205308,4.907789964
-16.8301953125,8.329951172,-52.21905945,8.830866887
-12.4001953125,4.909951172,-53.1362569,8.907789964
-28.1001953125,5.689951172,-49.98976009,7.523174579
-579.7101953125,7.839951172,-59.90695754,8.984713041
14.5998046875,6.419951172,-51.90695754,11.90778996
74.1498046875,7.049951172,-43.32733971,8.600097656
-153.0201953125,6.739951172,-47.09804034,4.215482272
475.1798046875,7.749951172,-29.18084289,3.600097656
-199.2201953125,6.639951172,-48.5630085,8.523174579
-179.0501953125,8.049951172,-44.93880468,8.061636118
-197.0401953125,8.219951172,-37.37829512,1.292405349
-243.3101953125,6.439951172,-41.43561996,7.061636118
269.1298046875,8.779951172,-25.17447346,1.984713041
-335.4201953125,5.679951172,-39.93880468,3.677020733
-379.4401953125,3.989951172,-14.77956901,2.600097656
-149.7801953125,8.479951172,5.061195325,10.13855919
-317.3401953125,6.079951172,39.16310615,8.061636118
222.5498046875,6.009951172,1236.131259,-0.092210036
-6.8201953125,7.859951172,9370.048456,1.907789964
-328.9601953125,5.529951172,746.0675648,5.984713041
111.7198046875,6.289951172,183.4688386,4.600097656
-319.3901953125,7.279951172,65.26501698,1.369328425
-30.0801953125,8.239951172,50.65992144,4.830866887
-325.9901953125,6.729951172,0.468838637,1.984713041
352.0098046875,8.109951172,22.53890233,9.677020733
-210.9701953125,5.669951172,55.62170488,2.830866887
-453.5501953125,6.639951172,1475.143998,11.06163612
-321.0101953125,5.869951172,123.7554628,8.138559195
218.4998046875,6.639951172,22.32871125,3.292405349
-427.2201953125,7.069951172,-19.57574735,5.292405349
-217.7201953125,7.669951172,-20.6840276,4.061636118
-138.0401953125,6.419951172,-31.21269003,8.677020733
135.9398046875,7.229951172,-25.85600213,6.215482272
119.2998046875,7.459951172,-25.96428238,6.984713041
-140.5101953125,7.539951172,-39.48020595,7.907789964
-367.5501953125,6.109951172,-43.71587474,2.215482272
-422.0901953125,4.549951172,-52.67765818,3.215482272
-651.6401953125,7.839951172,-58.09804034,3.75394381
319.1798046875,9.599951172,-23.67128875,9.907789964
-82.2301953125,6.299951172,-42.37829512,3.138559195
-558.8501953125,5.259951172,406.8446348,8.600097656
142.8598046875,5.759951172,833.5452718,6.75394381
-421.5101953125,5.549951172,-1.441989388,3.138559195
-160.1001953125,6.189951172,-32.5630085,9.446251502
-218.0101953125,7.449951172,-47.51842251,7.446251502
-526.8801953125,6.259951172,-55.07893206,6.292405349
134.1398046875,5.859951172,-39.08530149,9.75394381
179.9298046875,7.629951172,-37.23179831,3.830866887
183.9598046875,6.079951172,-40.32097028,10.29240535
-239.1201953125,6.519951172,-60.16810404,7.984713041
92.1798046875,6.019951172,-43.81141614,7.061636118
-181.2101953125,8.599951172,-50.55026964,6.215482272
-626.3601953125,4.289951172,-63.77319958,10.90778996
-50.3301953125,7.829951172,-45.4929448,1.600097656
125.9998046875,5.669951172,-41.85600213,8.446251502
-654.6101953125,5.859951172,-66.43561996,11.4462515
72.5598046875,7.979951172,-48.34007856,6.75394381
176.3098046875,7.819951172,-43.97065181,5.292405349
-484.1401953125,5.459951172,-64.97065181,7.523174579
104.7398046875,6.399951172,-43.26364544,8.677020733
-249.0601953125,6.249951172,-56.11714862,7.215482272
-241.0301953125,5.379951172,-52.86874098,10.4462515
-445.1701953125,7.329951172,-66.19995117,7.138559195
11.4398046875,8.859951172,-45.85600213,12.67702073
-67.3101953125,8.769951172,-49.00249894,3.984713041
-23.6301953125,6.219951172,-53.35281741,11.90778996
-462.3801953125,7.089951172,-60.96428238,4.984713041
-330.9101953125,6.589951172,-57.08530149,13.36932843
-129.3401953125,7.809951172,-51.44835882,11.36932843
-365.9201953125,5.179951172,-60.62670276,4.830866887
-5.9101953125,6.939951172,-46.25727601,12.13855919
-21.3701953125,7.189951172,-45.60122506,14.67702073
-122.9901953125,7.419951172,-52.10440977,19.90778996
223.3298046875,10.00995117,-34.64581104,17.60009766
-196.2501953125,6.799951172,-57.36555627,18.4462515
-477.2901953125,7.349951172,-62.4929448,24.83086689
-439.2601953125,3.519951172,-67.58211678,28.60009766
-197.0001953125,6.559951172,-52.03434608,39.21548227
186.9198046875,5.619951172,-41.78593843,46.21548227
17.8198046875,8.449951172,-51.36555627,472.1385592
-154.0501953125,8.709951172,-48.26364544,4862.061636
-200.6301953125,6.759951172,-56.49931423,1886.061636
-289.4301953125,5.539951172,-57.19995117,193.2154823
-553.0501953125,6.789951172,-66.64581104,82.83086689
-259.5301953125,4.669951172,-56.17447346,56.29240535
160.2698046875,8.729951172,-43.93880468,43.06163612
-117.8801953125,4.649951172,-52.46109767,33.21548227
-176.9701953125,6.499951172,-53.91332697,22.60009766
48.3998046875,6.739951172,-48.73498302,23.67702073
-156.5801953125,7.359951172,-52.9451741,19.75394381
643.3798046875,8.619951172,-30.44198939,21.90778996
-192.5001953125,9.789951172,-58.54390022,19.52317458
-348.7901953125,8.139951172,-59.64581104,12.67702073
-112.4101953125,6.999951172,-57.61396391,15.90778996
-452.5001953125,4.169951172,-63.35281741,16.29240535
-424.0701953125,5.049951172,-63.32097028,15.90778996
85.3498046875,5.869951172,-43.12988748,14.13855919
-415.3501953125,8.129951172,-64.30823143,10.98471304
-260.1601953125,8.819951172,-59.41014225,11.36932843
-45.2901953125,8.359951172,-52.80504671,3.677020733
24.3698046875,8.099951172,-48.84326327,7.292405349
476.6398046875,5.379951172,-35.46109767,7.061636118
-376.9001953125,5.619951172,-64.19358175,4.75394381
395.7098046875,8.139951172,-36.17447346,8.830866887
-372.0501953125,6.509951172,-60.93243525,10.90778996
-260.9101953125,6.699951172,-58.12988748,2.677020733
-175.8801953125,9.369951172,-51.14262633,4.75394381
-447.2501953125,4.519951172,-64.91332697,5.984713041
-162.7101953125,7.999951172,-48.03434608,5.292405349
-87.2301953125,5.559951172,-51.50568366,3.369328425
-32.5401953125,8.769951172,-54.62670276,4.138559195
-121.9801953125,6.459951172,-54.34007856,13.67702073
-104.0201953125,6.729951172,-54.87511041,7.138559195
304.3198046875,8.679951172,-37.80504671,8.907789964
457.9798046875,6.569951172,-34.77319958,3.138559195
-161.0601953125,7.539951172,-60.88147983,4.600097656
-182.5201953125,6.899951172,-56.83689385,9.984713041
-505.2501953125,5.529951172,-65.51842251,10.52317458
380.4198046875,7.249951172,-36.90695754,3.292405349
244.3898046875,5.389951172,-39.23179831,0.984713041
-322.3501953125,7.819951172,-59.77319958,8.369328425
-496.5501953125,6.049951172,-66.02797665,12.29240535
204.2198046875,7.789951172,-38.91332697,7.061636118
-440.5201953125,8.519951172,-60.89421869,5.830866887
62.4998046875,7.039951172,-47.60122506,7.446251502
-130.7901953125,6.529951172,-54.23179831,5.292405349
-726.4101953125,6.609951172,-78.93243525,10.36932843
-359.8201953125,6.139951172,-64.64581104,-3.24605619
-97.4501953125,9.299951172,-51.32733971,5.677020733
-399.7701953125,5.999951172,-60.95154353,3.984713041
467.1098046875,9.379951172,-28.52479194,2.446251502
52.8298046875,7.409951172,-42.65218047,5.446251502
-172.5401953125,7.949951172,-52.97065181,1.369328425
99.9498046875,6.259951172,-46.31460085,11.29240535
-241.8901953125,4.939951172,-52.60759448,2.061636118
-361.1801953125,7.559951172,-62.76683015,-1.322979267
170.8998046875,8.879951172,-44.22542888,7.061636118
-157.1501953125,7.569951172,-55.63944162,5.215482272
387.1498046875,7.089951172,-31.19358175,11.67702073
-245.6201953125,6.929951172,-53.31460085,4.600097656
286.1198046875,5.969951172,-38.30823143,-2.399902344
-115.0901953125,7.889951172,-50.24453716,-1.092210036
-179.8201953125,7.659951172,-59.63307219,9.907789964
334.6498046875,8.269951172,-42.0407155,2.138559195
-433.9101953125,8.589951172,-64.1107792,7.907789964
-231.1301953125,5.899951172,-54.40377283,2.907789964
-243.2801953125,6.949951172,-56.27001487,5.984713041
280.1798046875,9.769951172,-39.5630085,0.292405349
-425.6901953125,4.839951172,-65.59485563,9.138559195
-567.8901953125,6.319951172,-67.02160722,10.36932843
-360.7701953125,6.959951172,-63.44835882,5.523174579
-279.5601953125,7.489951172,-59.02797665,1.523174579
206.5798046875,7.089951172,-44.00886837,7.984713041
62.9198046875,7.419951172,-48.09804034,6.677020733
-133.5501953125,4.999951172,-53.03434608,6.446251502
-298.7601953125,7.349951172,-57.60759448,-2.630671575
172.6598046875,5.459951172,-45.63944162,5.446251502
450.2898046875,9.999951172,-34.14899576,7.677020733
-250.5601953125,7.109951172,-56.60759448,-3.630671575
-535.6601953125,7.009951172,-65.26364544,14.90778996
-137.8101953125,9.199951172,-56.23179831,4.061636118
40.7498046875,6.239951172,-49.26364544,5.446251502
-444.5701953125,7.439951172,-48.42925053,3.446251502
-261.6601953125,6.709951172,-55.83689385,7.677020733
-495.0201953125,6.279951172,-60.72224417,10.98471304
-672.7501953125,7.599951172,-71.51842251,6.446251502
431.7798046875,11.53995117,-31.42288111,-4.784517728
-338.7901953125,22.69995117,-62.35918684,6.830866887
-222.5301953125,24.74995117,-51.43561996,5.061636118
417.6298046875,12.11995117,-35.27001487,5.446251502
-451.7201953125,8.449951172,-64.6840276,4.215482272
-333.7001953125,6.929951172,-61.7540913,3.446251502
-182.6901953125,7.229951172,-53.97702124,-0.169133113
-410.6601953125,4.669951172,-61.92606582,6.907789964
-150.7401953125,6.729951172,-52.04708493,4.830866887
-272.1001953125,7.289951172,-58.28275372,5.369328425
-297.1001953125,9.359951172,-62.80504671,-0.476825421
-9.6801953125,10.72995117,-48.72861359,4.907789964
170.9598046875,7.619951172,-39.98339066,3.830866887
-52.6901953125,10.82995117,-52.42925053,4.369328425
44.5298046875,8.069951172,-44.66491932,9.369328425
-355.8201953125,7.299951172,-57.67765818,11.13855919
-307.2501953125,7.259951172,-59.71587474,1.907789964
-254.7001953125,6.199951172,-60.18721232,5.061636118
-7.2301953125,7.449951172,-48.09804034,4.215482272
-110.1501953125,3.949951172,-52.4674671,6.446251502
-262.8701953125,7.479951172,-64.86237155,4.984713041
-284.2201953125,7.419951172,-58.52479194,5.984713041
-455.9001953125,4.739951172,-62.7540913,6.138559195
80.0298046875,5.319951172,-54.16810404,2.677020733
-70.1201953125,6.819951172,-53.56937792,2.138559195
